0.81472	0.75127	0.10665	0.54701	0.085516	0.059619	0.032601	0.7788	0.64762	0.34771
0.90579	0.2551	0.9619	0.29632	0.26248	0.68197	0.5612	0.42345	0.67902	0.15
0.12699	0.50596	0.0046342	0.74469	0.80101	0.042431	0.88187	0.090823	0.63579	0.58609
0.91338	0.69908	0.77491	0.18896	0.02922	0.071445	0.66918	0.26647	0.94517	0.26215
0.63236	0.8909	0.8173	0.68678	0.92885	0.52165	0.19043	0.15366	0.20893	0.044454
0.09754	0.95929	0.86869	0.18351	0.73033	0.09673	0.36892	0.28101	0.70928	0.75493
0.2785	0.54722	0.084436	0.36848	0.48861	0.81815	0.46073	0.44009	0.23623	0.24279
0.54688	0.13862	0.39978	0.62562	0.57853	0.81755	0.98164	0.52714	0.1194	0.4424
0.95751	0.14929	0.25987	0.78023	0.23728	0.72244	0.1564	0.45742	0.6073	0.6878
0.96489	0.25751	0.80007	0.081126	0.45885	0.14987	0.85552	0.87537	0.45014	0.35923
0.15761	0.84072	0.43141	0.92939	0.96309	0.65961	0.64476	0.51805	0.45873	0.73634
0.97059	0.25428	0.91065	0.77571	0.54681	0.51859	0.37627	0.94362	0.66194	0.39471
0.95717	0.81428	0.18185	0.48679	0.52114	0.97297	0.19092	0.63771	0.77029	0.68342
0.48538	0.24352	0.2638	0.43586	0.23159	0.64899	0.42825	0.95769	0.35022	0.70405
0.80028	0.92926	0.14554	0.44678	0.4889	0.80033	0.48202	0.24071	0.66201	0.44231
0.14189	0.34998	0.13607	0.30635	0.62406	0.4538	0.12061	0.67612	0.41616	0.019578
0.42176	0.1966	0.86929	0.50851	0.67914	0.43239	0.58951	0.28906	0.84193	0.33086
0.91574	0.25108	0.5797	0.51077	0.39552	0.82531	0.22619	0.67181	0.83292	0.42431
0.79221	0.61604	0.54986	0.81763	0.36744	0.08347	0.38462	0.69514	0.25644	0.27027
0.95949	0.47329	0.14495	0.79483	0.98798	0.13317	0.58299	0.067993	0.61346	0.19705
0.65574	0.35166	0.85303	0.64432	0.037739	0.17339	0.25181	0.25479	0.58225	0.82172
0.035712	0.83083	0.62206	0.37861	0.88517	0.39094	0.29044	0.22404	0.54074	0.42992
0.84913	0.58526	0.35095	0.81158	0.91329	0.83138	0.61709	0.66783	0.86994	0.88777
0.93399	0.54972	0.51325	0.53283	0.79618	0.80336	0.26528	0.84439	0.26478	0.39118
0.67874	0.91719	0.40181	0.35073	0.098712	0.060471	0.82438	0.34446	0.31807	0.76911
0.75774	0.28584	0.075967	0.939	0.26187	0.39926	0.98266	0.78052	0.11921	0.39679
0.74313	0.7572	0.23992	0.87594	0.33536	0.52688	0.73025	0.67533	0.93983	0.80851
0.39223	0.75373	0.12332	0.55016	0.67973	0.4168	0.34388	0.0067153	0.64555	0.75508
0.65548	0.38045	0.18391	0.62248	0.13655	0.65686	0.58407	0.60217	0.47946	0.3774
0.17119	0.56782	0.23995	0.58704	0.72123	0.62797	0.10777	0.38677	0.63932	0.21602
0.70605	0.075854	0.41727	0.20774	0.10676	0.29198	0.90631	0.91599	0.54472	0.79041
0.031833	0.05395	0.049654	0.30125	0.65376	0.43165	0.87965	0.0011511	0.64731	0.9493
0.27692	0.5308	0.90272	0.47092	0.49417	0.015487	0.81776	0.46245	0.54389	0.32757
0.046171	0.77917	0.94479	0.23049	0.77905	0.98406	0.26073	0.42435	0.72105	0.67126
0.097132	0.93401	0.49086	0.84431	0.71504	0.16717	0.59436	0.46092	0.5225	0.43864
0.82346	0.12991	0.48925	0.19476	0.90372	0.10622	0.022513	0.77016	0.9937	0.8335
0.69483	0.56882	0.33772	0.22592	0.89092	0.37241	0.42526	0.32247	0.21868	0.76885
0.3171	0.46939	0.90005	0.17071	0.33416	0.19812	0.31272	0.78474	0.1058	0.16725
0.95022	0.011902	0.36925	0.22766	0.69875	0.48969	0.16148	0.47136	0.1097	0.86198
0.034446	0.33712	0.1112	0.4357	0.19781	0.33949	0.17877	0.035763	0.063591	0.98987
0.43874	0.16218	0.78025	0.3111	0.030541	0.95163	0.42289	0.17587	0.40458	0.51442
0.38156	0.79428	0.38974	0.92338	0.74407	0.92033	0.094229	0.72176	0.44837	0.88428
0.76552	0.31122	0.24169	0.43021	0.50002	0.052677	0.59852	0.47349	0.36582	0.58803
0.7952	0.52853	0.40391	0.18482	0.47992	0.73786	0.47092	0.15272	0.7635	0.15475
0.18687	0.16565	0.096455	0.90488	0.90472	0.26912	0.69595	0.34112	0.6279	0.19986
0.48976	0.60198	0.13197	0.97975	0.60987	0.42284	0.69989	0.60739	0.77198	0.40695
0.44559	0.26297	0.94205	0.43887	0.61767	0.54787	0.63853	0.19175	0.93285	0.74871
0.64631	0.65408	0.95613	0.11112	0.85944	0.94274	0.033604	0.73843	0.97274	0.82558
0.70936	0.68921	0.57521	0.25806	0.80549	0.41774	0.068806	0.24285	0.19203	0.78996
0.75469	0.74815	0.05978	0.40872	0.57672	0.98305	0.3196	0.91742	0.13887	0.31852
0.27603	0.45054	0.23478	0.5949	0.18292	0.30145	0.53086	0.26906	0.69627	0.53406
0.6797	0.083821	0.35316	0.26221	0.23993	0.7011	0.65445	0.7655	0.09382	0.089951
0.6551	0.22898	0.82119	0.60284	0.88651	0.66634	0.40762	0.18866	0.5254	0.11171
0.16261	0.91334	0.015403	0.71122	0.028674	0.53913	0.81998	0.2875	0.53034	0.13629
0.119	0.15238	0.043024	0.22175	0.4899	0.69811	0.71836	0.091113	0.86114	0.67865
0.49836	0.82582	0.16899	0.11742	0.16793	0.66653	0.96865	0.57621	0.48485	0.49518
0.95974	0.53834	0.64912	0.29668	0.97868	0.17813	0.53133	0.68336	0.39346	0.18971
0.34039	0.99613	0.73172	0.31878	0.71269	0.12801	0.32515	0.54659	0.67143	0.49501
0.58527	0.078176	0.64775	0.42417	0.50047	0.99908	0.10563	0.42573	0.74126	0.14761
0.22381	0.44268	0.45092	0.50786	0.47109	0.17112	0.61096	0.64444	0.52005	0.054974
